coefficient_name,value,constrain
joint_walk_transit_ASC_inc_high_all,-2.5012074173502623,F
joint_pnr_transit_ASC_inc_low_all,2.2709570395162597,F
joint_pnr_transit_ASC_inc_mid_all,1.265073140721172,F
joint_pnr_transit_ASC_inc_high_all,-0.16078531989967537,F
joint_knr_transit_ASC_inc_low_all,-1.062773520849075,F
joint_knr_transit_ASC_inc_mid_all,-2.24477545203605,F
joint_knr_transit_ASC_inc_high_all,-3.411771989401589,F
coef_transit_district15_univ,-1.5,T
coef_transit_district15_work,1.0,T
coef_transit_district15_school,1.0,T
coef_transit_district15_escort,1.0,T
coef_transit_district15_shopping,1.0,T
coef_transit_district15_eatout,1.0,T
coef_transit_district15_othmaint,1.0,T
coef_transit_district15_social,1.0,T
coef_transit_district15_othdiscr,1.0,T
coef_transit_district15_atwork,1.0,T
