"","SAMPNO","PERNO","AGE","AAGE","AGE_AAGE","AGE18","SEX","LIC","NOLIC","NOLIC_O","DRIVE","NODRIVE","NODRIVE_O","EMPLY","EMPYTYPE","EMPYTYPE_O","JOBS","EMPLYNOJOB","WKSTAT","WKSTAT_O","WPLACE","WMODE","WMODE_O","INDUS","INDUS_O","DELIV_DRIV","TCOFF","TCDAYS","STUDE","SCHOL","SCHOL_O","SLOC","SWEB","SMODE","SMODE_O","EDUC","EDUC_O","NOGOWHY","NOGOWHY_O","PERTRIPS","PERTYPE","PERRKWT0"
"117",2006304,2,38,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,1,NA,0,4,140.8405435
"118",2006531,1,50,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,1,-8,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,186.2993473
"119",2006531,2,76,NA,6,NA,2,2,5,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,6,NA,0,5,486.4061504
"120",2006560,1,48,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,2,NA,NA,51,NA,2,1,5,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,39.3100807
"121",2006560,2,48,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,32.1962573
"122",2006560,3,15,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,2,NA,7,NA,1,NA,NA,NA,2,7,42.8120407
"123",2006838,1,73,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,10,5,153.0297328
"124",2006876,1,66,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,5,64.0644219
"125",2006876,2,69,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,1,53.2396945
"126",2006876,3,31,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,71,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,81.2040788
"127",2007007,1,37,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,1,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,48.9215961
"128",2007164,1,59,NA,4,NA,1,2,5,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,4,58.1536978
"129",2007224,1,59,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4,92.5661564
"130",2007300,1,67,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8,5,31.8080709
"131",2007300,2,70,NA,5,NA,2,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,6,NA,0,5,32.6883375
"132",2007534,1,42,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,98.8010937
"133",2007534,2,37,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,3,NA,0,4,116.0899424
"134",2007534,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,97,"TOO YOUNG",0,8,106.3733544
"135",2007534,4,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,97,"TOO YOUNG",0,8,106.3733544
"136",2007851,1,42,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,12,1,282.3946173
"137",2007851,2,45,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,2,NA,NA,31,NA,2,1,5,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,255.77669
"138",2007851,3,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,2,7,327.9757602
"139",2007851,4,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,3,7,327.9757602
"140",2007928,1,70,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,119.4771753
"141",2007928,2,61,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,42,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,114.5046175
"142",2008239,1,31,NA,4,NA,1,1,NA,NA,2,2,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4,79.985005
"143",2008377,1,27,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,6,NA,31,NA,2,2,NA,2,8,NA,NA,2,4,NA,5,NA,NA,NA,5,3,30.8986971
"144",2008377,2,25,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,1,36.8152608
"145",2008439,1,61,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,5,62.8292292
"146",2008439,2,86,NA,6,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,5,131.5231129
"147",2008575,1,56,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,8,5,421.9251718
"148",2008665,1,29,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7,1,24.4378107
"149",2008665,2,31,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,21,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,25.0648575
"150",2008665,3,8,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,1,NA,1,NA,NA,NA,5,7,27.764105
"151",2008665,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,1,NA,1,NA,NA,NA,5,8,27.764105
"152",2008665,5,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,16,NA,1,NA,NA,NA,5,8,26.7142732
"153",2008727,1,52,NA,4,NA,1,2,4,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4,91.6209565
"154",2008727,2,81,NA,6,NA,2,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,4,128.1167866
"155",2008799,1,65,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,10,5,31.1740211
"156",2009030,1,71,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,5,403.7322461
"157",2009030,2,61,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,358.3840358
"158",2009250,1,64,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,2,7,NA,NA,2,4,NA,5,NA,NA,NA,2,3,491.9910406
"159",2009267,1,55,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,73.7810005
"160",2009298,1,69,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,5,167.8540882
"161",2009303,1,54,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7,1,22.3444612
"162",2009303,2,53,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,2,NA,NA,54,NA,2,1,4,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,18.3008533
"163",2009324,1,64,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,12,5,116.2735177
"164",2009324,2,65,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,7,5,97.1379076
"165",2009324,3,17,NA,3,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,4,NA,1,NA,NA,NA,2,6,150.3787806
"166",2009324,4,19,NA,4,NA,1,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,7,NA,1,NA,NA,NA,3,3,194.7660663
"167",2009464,1,61,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,5,27.8277098
"168",2009464,2,61,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,5,18.3329506
"169",2009516,1,-7,4,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,1,28.7532969
"170",2009516,2,-7,4,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,5,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,1,28.3446047
"171",2009551,1,60,NA,4,NA,2,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,62,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,12,1,358.3840358
"172",2009551,2,69,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,5,403.7322461
"173",2009561,1,67,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,1,55.5589953
"174",2009561,2,67,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,7,NA,0,5,60.6704665
"175",2009750,1,21,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,10,1,132.9965264
"176",2009750,2,20,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,1,NA,3,NA,8,NA,0,3,130.7031349
"177",2009750,3,20,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,4,NA,3,NA,8,NA,0,3,130.7031349
"178",2009750,4,20,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,1,NA,3,NA,8,NA,0,3,130.7031349
"179",2009750,5,21,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,1,NA,3,NA,8,NA,0,3,130.7031349
"180",2009750,6,21,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,1,NA,3,NA,8,NA,0,3,130.7031349
"181",2009766,1,37,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,54,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,162.068977
"182",2010145,1,31,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,55,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,16,1,49.2577015
"183",2010145,2,35,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,23,NA,2,2,NA,2,5,NA,NA,2,4,NA,3,NA,NA,NA,8,3,41.3415189
"184",2010177,1,32,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,6,NA,0,1,59.2773771
"185",2010177,2,33,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,1,49.750937
"186",2010177,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,1,NA,6,NA,0,8,49.4395022
"187",2010317,1,54,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,18.3008533
"188",2010317,2,56,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,6,NA,31,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,22.3444612
"189",2010353,1,65,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,78.1281138
"190",2010441,1,49,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,56,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,1,18.4900977
"191",2010441,2,14,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,7,NA,1,NA,NA,NA,4,7,29.4623163
"192",2010725,1,68,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,5,104.4734159
"193",2010725,2,69,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,7,NA,0,5,134.2809613
"194",2010731,1,58,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,-8,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,22.5755194
"195",2010731,2,58,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,4,30.5474156
"196",2010786,1,70,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,5,117.3843333
"197",2010786,2,70,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,5,94.9829414
"198",2010790,1,36,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,5,NA,61,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,207.0317384
"199",2010790,2,37,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,1,0,2,8,NA,NA,2,4,NA,6,NA,NA,NA,8,3,233.6415268
"200",2010790,3,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,5,NA,1,NA,NA,NA,3,8,240.4486049
"201",2010914,1,56,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,55,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,239.3814102
"202",2010915,1,71,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,5,11.9640147
"203",2010915,2,68,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,5,15.3774947
"204",2011109,1,59,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,4,615.8082771
"205",2011109,2,56,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,54,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,358.3840358
"206",2011256,1,47,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,2,4,NA,2,NA,NA,NA,6,3,64.2774064
"207",2011442,1,33,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,51,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,2,NA,0,1,39.4293987
"208",2011442,2,33,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,4,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,8,1,46.9794435
"209",2011442,3,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,5,NA,1,NA,2,NA,0,8,46.9526511
"210",2011526,1,40,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,41.3415189
"211",2011526,2,45,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,30.8957479
"212",2011869,1,50,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,4,190.149032
"213",2011869,2,39,NA,4,NA,1,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,135.7433557
"214",2012093,1,36,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,54,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,1,489.1795269
"215",2012093,2,36,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,12,1,410.5637092
"216",2012093,3,7,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,4,7,488.9005473
"217",2012093,4,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,3,NA,0,8,488.9005473
"218",2012242,1,64,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,22.3444612
"219",2012242,2,-7,4,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,-7,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,1,18.3008533
"220",2012274,1,27,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,2,NA,0,4,144.0790246
"221",2012274,2,26,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,1,NA,0,4,198.8133822
"222",2012393,1,43,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,131.1195535
"223",2012393,2,45,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,129.3363305
"224",2012393,3,9,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,1,NA,1,NA,NA,NA,2,7,142.0041532
"225",2012393,4,8,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,1,NA,1,NA,NA,NA,2,7,142.0041532
"226",2012586,1,50,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,4,28.3044246
"227",2012586,2,69,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,5,23.9933129
"228",2012586,3,7,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,2,7,27.5789472
"229",2012589,1,-7,4,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,2,4,NA,2,NA,NA,NA,4,3,167.4732809
"230",2012642,1,77,NA,6,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,1,7,NA,NA,2,4,NA,6,NA,NA,NA,2,3,1068.2734869
"231",2012756,1,43,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,37.8667635
"232",2012756,2,35,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,4,37.060059
