"","SAMPNO","PERNO","AGE","AAGE","AGE_AAGE","AGE18","SEX","LIC","NOLIC","NOLIC_O","DRIVE","NODRIVE","NODRIVE_O","EMPLY","EMPYTYPE","EMPYTYPE_O","JOBS","EMPLYNOJOB","WKSTAT","WKSTAT_O","WPLACE","WMODE","WMODE_O","INDUS","INDUS_O","DELIV_DRIV","TCOFF","TCDAYS","STUDE","SCHOL","SCHOL_O","SLOC","SWEB","SMODE","SMODE_O","EDUC","EDUC_O","NOGOWHY","NOGOWHY_O","PERTRIPS","PERTYPE","PERRKWT0"
"7548",2369956,4,51,NA,4,NA,2,2,3,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-8,NA,1,NA,0,4,127.2452565
"7549",2369956,5,86,NA,6,NA,1,1,NA,NA,2,3,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-8,NA,1,NA,0,4,286.2543002
"7550",2370173,1,60,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,5,29.112433
"7551",2370173,2,57,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,19.0766465
"7552",2370219,1,70,NA,5,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,1,71.4512933
"7553",2370219,2,93,NA,6,NA,1,2,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,4,NA,0,5,147.1125531
"7554",2370220,1,35,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,4,62.2057624
"7555",2370220,2,38,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,52,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,1,52.9416867
"7556",2370220,3,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,8,58.6002323
"7557",2370233,1,36,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,24.2511383
"7558",2370233,2,37,NA,4,NA,1,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,29.2195755
"7559",2370233,3,9,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,3,7,27.4384579
"7560",2370233,4,7,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,3,7,27.4384579
"7561",2370282,1,68,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8,5,63.888251
"7562",2370549,1,48,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,21,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,1,188.7373817
"7563",2370549,2,44,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,55,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,1,208.7755003
"7564",2370549,3,18,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,1,4,NA,2,NA,4,NA,1,NA,NA,NA,7,3,264.9037113
"7565",2370549,4,14,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,7,NA,1,NA,NA,NA,2,7,222.5141618
"7566",2370821,1,63,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,1,NA,0,4,55.755673
"7567",2370821,2,66,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,5,58.7145127
"7568",2370895,1,67,NA,5,NA,2,2,5,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,2,NA,0,5,1319.9293104
"7569",2370923,1,33,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,72,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,571.5599067
"7570",2371067,1,65,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,5,114.4046632
"7571",2371067,2,74,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,5,104.762715
"7572",2371146,1,42,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,2,6,NA,NA,2,4,NA,3,NA,NA,NA,4,3,403.5069033
"7573",2371146,2,13,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,2,7,434.432264
"7574",2371146,3,7,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,2,7,434.432264
"7575",2371449,1,42,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,72.0499704
"7576",2371449,2,45,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,1,71.0700924
"7577",2371449,3,15,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,5,NA,1,NA,NA,NA,3,7,78.0310394
"7578",2371449,4,9,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,3,7,75.8991531
"7579",2371526,1,33,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,51,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,5,NA,0,1,555.5226533
"7580",2371526,2,33,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,2,NA,NA,62,NA,1,-8,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,567.766485
"7581",2371625,1,52,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,51,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,1,73.7810005
"7582",2371640,1,84,NA,6,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,5,5,61.3080926
"7583",2371640,2,86,NA,6,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,5,50.5257527
"7584",2371667,1,30,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,22,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,208.6952671
"7585",2371667,2,51,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,4,191.1775287
"7586",2371667,3,30,NA,4,NA,1,2,4,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,4,213.9722406
"7587",2371711,1,39,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,1,NA,NA,4,NA,NA,NA,3,3,112.7022192
"7588",2371711,2,14,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,2,7,100.1512593
"7589",2371862,1,41,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,204.3297042
"7590",2371862,2,26,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,4,199.9767128
"7591",2371862,3,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,8,203.0506251
"7592",2372092,1,71,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,7,5,57.8856595
"7593",2372092,2,70,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,8,5,59.4876054
"7594",2372271,1,-7,4,4,NA,2,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,2,NA,NA,81,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,8,1,87.352521
"7595",2372271,2,-7,4,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,1,70.3537574
"7596",2372276,1,-7,6,6,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,9,5,50.5257527
"7597",2372276,2,72,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8,5,32.6883375
"7598",2372603,1,35,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,31,NA,2,-8,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,11,1,85.4477886
"7599",2372603,2,47,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,-8,NA,2,-8,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,84.2857006
"7600",2372603,3,12,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,5,7,92.5410478
"7601",2372603,4,6,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,6,7,92.5410478
"7602",2372646,1,66,NA,5,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,2,NA,NA,62,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,5,NA,0,1,109.2590364
"7603",2372646,2,65,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,7,NA,0,5,115.9640155
"7604",2372761,1,45,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,1,NA,0,1,578.497505
"7605",2372761,2,16,NA,3,NA,1,2,-8,NA,NA,NA,NA,1,1,NA,1,NA,0,NA,1,1,NA,72,NA,2,2,NA,1,4,NA,2,NA,7,NA,1,NA,NA,NA,4,6,503.2435227
"7606",2372828,1,68,NA,5,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,51,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,179.9573811
"7607",2372849,1,35,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,1,410.5637092
"7608",2372849,2,38,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,1,489.1795269
"7609",2372849,3,7,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,5,7,407.9936303
"7610",2372849,4,9,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,4,7,488.9005473
"7611",2372927,1,26,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,138.0871386
"7612",2372927,2,29,NA,4,NA,1,1,NA,NA,1,NA,NA,1,-7,NA,2,NA,0,NA,1,4,NA,54,NA,2,2,NA,1,8,NA,NA,2,4,NA,6,NA,NA,NA,4,3,144.3753809
"7613",2373071,1,85,NA,6,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,5,106.1151074
"7614",2373071,2,85,NA,6,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,4,134.6546134
"7615",2373110,1,70,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,5,55.7052377
"7616",2373110,2,70,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8,5,62.9984761
"7617",2373482,1,34,NA,4,NA,2,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,5,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,1,334.2584516
"7618",2373482,2,35,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,352.8563322
"7619",2373482,3,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,8,366.9764608
"7620",2373670,1,59,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,148.7469545
"7621",2373670,2,57,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,1,152.137116
"7622",2373670,3,28,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,1,6,NA,NA,2,4,NA,4,NA,NA,NA,3,3,147.5032137
"7623",2373725,1,80,NA,6,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,54,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,1,182.7814502
"7624",2373725,2,41,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,5,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,1,127.6834929
"7625",2373725,3,79,NA,6,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,4,259.1886949
"7626",2373813,1,62,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,5,93.8680906
"7627",2373813,2,63,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,5,78.9066384
"7628",2373830,1,56,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,11,1,18.3008533
"7629",2373830,2,30,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,24.4883236
"7630",2373850,1,62,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8,1,666.9062032
"7631",2374148,1,50,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,22.3444612
"7632",2374148,2,49,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,1,18.3008533
"7633",2374212,1,35,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,48,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,2,1,63.2240002
"7634",2374212,2,30,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,2,4,74.287341
"7635",2374544,1,50,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,109.9948223
"7636",2374544,2,50,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,48,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,121.2494577
"7637",2374582,1,56,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,23,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,182.1285309
"7638",2374582,2,54,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,4,203.920668
"7639",2374675,1,23,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,839.0392877
"7640",2374675,2,27,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,22,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,757.6225297
"7641",2374675,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,8,842.0920824
"7642",2374675,4,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,8,842.0920824
"7643",2374675,5,5,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,5,NA,1,NA,NA,NA,2,7,787.9400459
"7644",2374727,1,78,NA,6,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,5,134.6546134
"7645",2374727,2,81,NA,6,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,5,106.1151074
"7646",2374859,1,38,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,1,750.2663939
"7647",2374935,1,19,NA,4,NA,2,1,NA,NA,1,NA,NA,1,-8,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,1,7,NA,NA,2,4,NA,3,NA,NA,NA,3,3,112.2544052
"7648",2374936,1,50,NA,4,NA,1,2,1,NA,NA,NA,NA,1,1,NA,1,NA,0,NA,1,8,NA,72,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,1,73.638816
"7649",2375083,1,58,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,22,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,69.595151
"7650",2375083,2,52,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4,78.7442401
"7651",2375083,3,25,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,61,NA,1,2,NA,2,8,NA,NA,2,4,NA,5,NA,NA,NA,8,3,76.9240826
"7652",2375239,1,55,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,323.1890752
"7653",2375239,2,43,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,1,415.6837969
"7654",2375239,3,9,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,6,NA,1,NA,NA,NA,2,7,432.3180703
"7655",2375348,1,49,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,74.3455123
"7656",2375348,2,52,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,7,NA,0,5,127.7472691
"7657",2375348,3,85,NA,6,NA,2,2,5,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,4,NA,0,4,161.4284268
"7658",2375716,1,65,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,5,327.2077388
"7659",2375716,2,63,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,5,335.1099096
"7660",2375836,1,52,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,383.8692947
"7661",2375836,2,52,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,323.9378689
"7662",2375836,3,26,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,-8,NA,1,7,NA,NA,2,4,NA,4,NA,NA,NA,6,3,349.3657968
