"OCOUNTY","DCOUNTY","trip_mode","tour_purpose","count"
"Wayne","Macomb","Auto SOV","Work-based",896.034199172
"Washtenaw","Washtenaw","Auto 3+ Person","Shop",12673.757444633
"Oakland","Oakland","Walk-Transit","Shop",2907.964504512
"Macomb","Oakland","Auto SOV","Visiting",2655.5280671916
"Oakland","Macomb","Auto SOV","Visiting",2367.4401352926
"Washtenaw","Washtenaw","Bike/Moped","Maintenance",3248.6731144
"Oakland","Oakland","Bike/Moped","Shop",2441.715167941
"Wayne","Oakland","Auto 3+ Person","Escort",882.714214049
"Wayne","Wayne","School Bus","Work",841.71879571
"Wayne","Oakland","School Bus","Escort",359.920610805
"Oakland","Wayne","School Bus","Escort",359.920610805
"Wayne","Wayne","School Bus","Escort",4341.31468315
"Wayne","Wayne","School Bus","Work-based",2879.36488644
"Wayne","Oakland","School Bus","Work-based",359.920610805
"Oakland","Wayne","School Bus","Work-based",359.920610805
"Oakland","Oakland","Walk-Transit","University",587.781062376
"Monroe","Oakland","Auto SOV","Discretionary",183.858614391
"Macomb","Monroe","Auto SOV","Discretionary",13.143883701
"Oakland","Oakland","School Bus","Escort",1989.0665527
"Monroe","Wayne","Auto 2 Person","Work",3388.673755501
"St. Clair","St. Clair","Auto SOV","University",1623.875985406
"Wayne","Detroit","Walk-Transit","Shop",2654.084911803
"Detroit","Wayne","Walk-Transit","Shop",2442.261838103
"Oakland","Wayne","Auto SOV","Visiting",2026.297693594
"Detroit","Detroit","Bike/Moped","Discretionary",2241.482801845
"Monroe","Monroe","Walk","Escort",2177.019911108
"St. Clair","St. Clair","Walk","University",875.1873402
"Washtenaw","Washtenaw","Auto 3+ Person","Eating Out",9449.90894745312
"Oakland","Oakland","Walk-Transit","Maintenance",762.028541435
"Washtenaw","Wayne","Auto 3+ Person","Maintenance",3275.333891478
"Wayne","Washtenaw","Auto 3+ Person","Maintenance",2981.694016318
"Monroe","Monroe","Auto SOV","Visiting",4600.188496329
"Macomb","Macomb","Bike/Moped","Visiting",1512.77947768
"Oakland","Washtenaw","Auto 2 Person","Work",1179.2060303063
"Macomb","Oakland","Auto 2 Person","Work-based",1280.3265017
"Oakland","Macomb","Auto 2 Person","Work-based",1230.201423273
"Wayne","Monroe","Auto 2 Person","Work-based",165.012254485
"Monroe","Wayne","Auto 2 Person","Work-based",55.80328759
"Detroit","Macomb","Walk-Transit","Discretionary",154.6723061
"Macomb","Detroit","Walk-Transit","Discretionary",154.6723061
"Oakland","Macomb","KNR-Transit","Work",138.66848394
"Washtenaw","Wayne","Auto 3+ Person","Work",405.907538256
"Oakland","Wayne","Auto 3+ Person","Eating Out",4005.294585328
"Wayne","Oakland","Auto 3+ Person","Eating Out",3942.452628128
"Livingston","Wayne","Auto SOV","Shop",195.165378752
"Detroit","Wayne","Auto SOV","Work-based",2826.3730536262
"Washtenaw","Monroe","Auto 2 Person","Shop",430.479704797
"Monroe","Washtenaw","Auto 2 Person","Shop",436.844644297
"St. Clair","St. Clair","Auto 3+ Person","Eating Out",4378.917947962
"Oakland","Macomb","Auto 2 Person","Escort",2028.467686901
"Monroe","Detroit","Auto 2 Person","Discretionary",139.82591918
"Detroit","Monroe","Auto SOV","Discretionary",311.29723693
"St. Clair","Wayne","Auto 2 Person","Escort",375.395143939
"Wayne","Macomb","Auto 2 Person","Escort",3060.151519477
"St. Clair","St. Clair","Bike/Moped","Maintenance",429.0866868
"Monroe","Monroe","Walk-Transit","University",155.5906943
"Monroe","Monroe","Auto 2 Person","University",1749.946463264
"Macomb","Wayne","Auto 3+ Person","Discretionary",280.716476916
"Macomb","Wayne","Auto 2 Person","Discretionary",619.930442419
"Macomb","Wayne","Auto 3+ Person","School",1229.764149932
"Macomb","Oakland","Auto 3+ Person","Shop",1761.205890118
"Livingston","Monroe","Auto SOV","Visiting",310.638661752
"Monroe","Livingston","Auto SOV","Visiting",310.638661752
"Livingston","Livingston","Auto 3+ Person","Eating Out",1368.69147013
"Wayne","Detroit","Auto SOV","Work-based",2488.452800676
"Oakland","Detroit","School Bus","Discretionary",75.8991531
"Detroit","Detroit","School Bus","Discretionary",75.8991531
"Detroit","Oakland","School Bus","Discretionary",75.8991531
"Oakland","Detroit","Auto 2 Person","Work-based",1152.707423759
"Detroit","Oakland","Auto 2 Person","Work-based",2124.667353725
"Oakland","Detroit","PNR-Transit","Work",360.97390581
"Detroit","Oakland","PNR-Transit","Work",277.84506939
"Oakland","Wayne","Auto 3+ Person","Work",2092.701514111
"Wayne","Oakland","Auto 3+ Person","Work",2084.90972859376
"St. Clair","St. Clair","Auto 2 Person","University",3014.131362236
"Oakland","Macomb","Auto 2 Person","University",1294.142087224
"Macomb","Oakland","Auto 2 Person","University",1161.471264924
"Wayne","Washtenaw","Auto 2 Person","Shop",3426.35181236586
"Wayne","Washtenaw","Auto 2 Person","Escort",649.57464131
"Washtenaw","Wayne","Auto 2 Person","Visiting",2824.020665717
"Wayne","Livingston","Auto 2 Person","Maintenance",1555.631137134
"Livingston","Livingston","Auto 3+ Person","Work-based",2859.864772298
"Macomb","Livingston","Auto SOV","Work",1085.102050084
"Oakland","Macomb","Auto 3+ Person","Shop",1115.594339747
"Livingston","Washtenaw","Auto SOV","University",606.5260762
"Washtenaw","Livingston","Auto SOV","University",606.5260762
"Wayne","Detroit","Walk","Discretionary",383.154881426
"Washtenaw","Washtenaw","KNR-Transit","Work",548.390791179
"Macomb","Oakland","Auto 2 Person","Escort",1633.964093521
"Wayne","Detroit","Auto 3+ Person","Work-based",545.341687065
"Detroit","Wayne","Auto 3+ Person","Work-based",545.341687065
"Washtenaw","Washtenaw","School Bus","University",4720.8117121
"Macomb","Wayne","Auto 2 Person","Escort",2313.363196323
"Wayne","Macomb","Auto SOV","Escort",1183.845740525
"Oakland","Macomb","Auto 3+ Person","Maintenance",1489.660565035
"Macomb","Oakland","Auto 3+ Person","Maintenance",1866.6081647
"Oakland","Macomb","Auto 3+ Person","Discretionary",2452.375410587
"Macomb","Oakland","Auto 3+ Person","Discretionary",2782.743511811
"Detroit","Oakland","Bike/Moped","Maintenance",91.751961
"Oakland","Detroit","KNR-Transit","Maintenance",91.751961
"Oakland","Macomb","Walk-Transit","University",571.5599067
"Macomb","Macomb","Walk","University",2634.027790795
"Macomb","Oakland","Walk-Transit","University",571.5599067
"Monroe","Monroe","School Bus","University",1654.489095044
"Washtenaw","Detroit","Auto 3+ Person","Shop",333.5417224
"Washtenaw","Washtenaw","Walk-Transit","Visiting",1412.1655874
"Washtenaw","Wayne","Auto 2 Person","Shop",4641.47134550086
"Livingston","Livingston","Bike/Moped","Visiting",314.498453104
"Wayne","Wayne","Bike/Moped","Shop",452.878131468
"Detroit","Wayne","Walk-Transit","Visiting",889.298732745
"Wayne","Detroit","Walk-Transit","Visiting",727.4141918
"Oakland","Livingston","Auto 2 Person","Shop",2382.08428092926
"Livingston","Oakland","Auto 2 Person","Shop",2447.887253549
"Oakland","Livingston","Auto 3+ Person","Shop",603.041900677
"Livingston","Oakland","Auto 3+ Person","Shop",734.92512917408
"Washtenaw","Wayne","Auto 2 Person","School",1671.966902448
"St. Clair","St. Clair","Walk","Visiting",1608.5516196
"Oakland","Detroit","Auto SOV","Work-based",1061.83091847
"Macomb","Macomb","Bike/Moped","Shop",2656.803166036
"Washtenaw","Oakland","Auto 2 Person","Shop",1415.645072315
"Wayne","Detroit","Walk-Transit","University",3067.498527398
"Detroit","Wayne","Walk-Transit","University",3067.498527398
"Wayne","Wayne","Walk-Transit","University",1177.402212798
"Monroe","Wayne","Auto 2 Person","Escort",503.864568488
"Macomb","Macomb","Walk-Transit","Work",3194.30792562
"Livingston","Livingston","Walk","Work",1651.953485086
"Oakland","St. Clair","Auto SOV","Work",1724.621602897
"Washtenaw","Livingston","Auto 2 Person","School",149.3648689
"Monroe","Washtenaw","Auto 2 Person","Escort",655.802065106
"Washtenaw","Monroe","Auto SOV","Escort",661.730596415
"Monroe","Washtenaw","Walk","Escort",443.59509714
"Washtenaw","Monroe","Auto 2 Person","Escort",516.094819299
"Monroe","Washtenaw","Walk","Shop",1296.08770514
"Washtenaw","Monroe","Walk","Shop",1296.08770514
"Livingston","Livingston","Bike/Moped","Eating Out",168.332762325
"Livingston","Livingston","Walk-Transit","Work-based",91.476204984
"St. Clair","Detroit","Auto 2 Person","Work",239.272777118
"Washtenaw","Wayne","Auto 2 Person","Discretionary",770.891433008
"Wayne","Oakland","Auto 2 Person","University",2219.40011496
"Oakland","Wayne","Auto 2 Person","University",706.99001476
"Wayne","Washtenaw","Bike/Moped","Discretionary",165.604064072
"Washtenaw","Wayne","Bike/Moped","Discretionary",165.604064072
"Wayne","Detroit","Auto 2 Person","Eating Out",1006.46689155
"Detroit","Wayne","Auto 2 Person","Eating Out",1006.46689155
"Macomb","Macomb","Walk-Transit","Shop",3550.207294976
"Washtenaw","Washtenaw","Walk-Transit","Discretionary",1936.202129674
"Macomb","Oakland","KNR-Transit","Maintenance",1639.74292902
"Oakland","Macomb","KNR-Transit","Maintenance",1322.29674024
"Monroe","Monroe","Auto SOV","University",4278.283189244
"Monroe","Monroe","Auto 3+ Person","University",1597.404032842
"Monroe","Wayne","Auto SOV","University",530.6170986
"Wayne","Monroe","Auto SOV","University",243.732507907
"Wayne","Monroe","Auto 2 Person","University",286.884590693
"Washtenaw","Monroe","School Bus","School",285.468729
"Livingston","Washtenaw","Auto SOV","Visiting",299.681032814
"St. Clair","Macomb","Auto 3+ Person","Eating Out",200.609962296
"Macomb","St. Clair","Auto 3+ Person","Eating Out",200.609962296
"St. Clair","Detroit","Auto 3+ Person","Escort",108.6995425
"St. Clair","Detroit","Auto 3+ Person","Work",41.52645
"St. Clair","Detroit","Auto SOV","Work",569.68395348
"Detroit","Macomb","Auto 2 Person","University",857.8323699
"Washtenaw","Wayne","Auto SOV","Eating Out",157.856722795
"Wayne","Monroe","Auto SOV","Eating Out",139.8020833
"Monroe","Washtenaw","Auto SOV","Eating Out",100.6376008
"Washtenaw","Oakland","Auto 2 Person","University",1767.887438792
"Oakland","Washtenaw","Auto 2 Person","Escort",66.9628868
"Oakland","Washtenaw","Auto 2 Person","School",102.2761681
"Oakland","Detroit","Auto 3+ Person","University",3076.581534888
"Livingston","Washtenaw","Auto SOV","Shop",797.717963112
"Washtenaw","Livingston","Auto SOV","Shop",830.891233427
"Macomb","Macomb","Walk","Escort",6752.961446865
"Wayne","Livingston","Auto 2 Person","Shop",343.596439515
"Livingston","Wayne","Auto 2 Person","Shop",343.596439515
"Wayne","Livingston","Auto SOV","Work-based",87.40114303
"Wayne","Wayne","Walk-Transit","Work",4334.16372056
"Wayne","Washtenaw","Auto 2 Person","Discretionary",896.412879596
"Oakland","Oakland","Walk-Transit","Discretionary",1121.976243098
"Oakland","Washtenaw","Auto 2 Person","Discretionary",597.89886377
"Washtenaw","Oakland","Auto 2 Person","Discretionary",402.879275152
"Monroe","Wayne","Auto 2 Person","Discretionary",641.64304288
"Wayne","Monroe","Auto 2 Person","Discretionary",617.501945152
"St. Clair","Oakland","Auto SOV","Discretionary",25.400426
"Washtenaw","Wayne","Auto 3+ Person","Escort",1774.31424893
"Monroe","Monroe","Walk-Transit","Maintenance",4074.40046815
"Detroit","St. Clair","Auto SOV","Work",327.55755972
"Wayne","Macomb","Auto 2 Person","Eating Out",1296.413938984
"Macomb","Wayne","Auto 2 Person","Eating Out",1363.297054787
"Livingston","Wayne","Auto 2 Person","Eating Out",325.26220442
"Wayne","Livingston","Auto 2 Person","Eating Out",325.26220442
"Livingston","Detroit","Auto SOV","Maintenance",80.133882488
"Detroit","Livingston","Auto SOV","Maintenance",80.133882488
"Detroit","Detroit","School Bus","Visiting",214.0415328
"Wayne","Oakland","Auto 3+ Person","Work-based",233.299150815
"Washtenaw","Wayne","Auto 3+ Person","Eating Out",239.991787233
"Wayne","Washtenaw","Auto 2 Person","Eating Out",373.316556631
"Detroit","Macomb","Walk-Transit","Work",543.736187517
"Macomb","Detroit","Walk-Transit","Work",640.949846577
"Washtenaw","Oakland","School Bus","Work-based",76.9240826
"Wayne","Detroit","Auto 3+ Person","Work",2907.092744195
"Oakland","Oakland","School Bus","University",759.9597614
"Oakland","St. Clair","Auto 2 Person","Shop",1300.4060273
"Oakland","Monroe","Auto SOV","Work-based",256.44410169
"Monroe","Oakland","Auto SOV","Work-based",256.44410169
"Detroit","Oakland","Auto 2 Person","Eating Out",3371.4103301
"Macomb","Oakland","Walk-Transit","Maintenance",1278.3875478
"Oakland","Macomb","Walk-Transit","Maintenance",1278.3875478
"Livingston","Monroe","Auto SOV","Discretionary",30.332203682
"Monroe","Livingston","Auto SOV","Discretionary",30.332203682
"St. Clair","St. Clair","Auto 3+ Person","Work-based",1598.549470481
"St. Clair","Oakland","Auto 2 Person","Discretionary",133.349073365
"Oakland","St. Clair","Auto 2 Person","Discretionary",204.510807588
"Monroe","Monroe","Walk","Work",597.027015775
"Livingston","Oakland","Auto 3+ Person","Work",216.82012673
"Washtenaw","Washtenaw","School Bus","Discretionary",895.3847259
"Oakland","Macomb","Auto 2 Person","Visiting",2081.645752248
"Macomb","Oakland","Auto 2 Person","Visiting",2438.512860324
"Wayne","Oakland","Walk","Work-based",272.551288695
"Oakland","Wayne","Walk","Work-based",272.551288695
"St. Clair","St. Clair","Walk","Maintenance",1802.959233797
"Monroe","Washtenaw","Auto 2 Person","Visiting",254.992661318
"Monroe","Detroit","Auto SOV","Visiting",91.253996
"Detroit","Monroe","Auto SOV","Visiting",91.253996
"Oakland","Washtenaw","Auto 3+ Person","Discretionary",1464.847008033
"Wayne","St. Clair","Auto SOV","Work",212.38156633
"Livingston","Washtenaw","Auto 3+ Person","Work",219.51586248552
"Oakland","Livingston","Auto 3+ Person","Work",187.73520176648
"Washtenaw","Oakland","Auto 3+ Person","School",248.9637343
"St. Clair","Macomb","Auto 2 Person","Discretionary",651.805244644
"Macomb","St. Clair","Auto 2 Person","Discretionary",510.74954501
"Livingston","Wayne","Auto 3+ Person","Maintenance",76.7551839
"Wayne","Livingston","Auto 3+ Person","Maintenance",76.7551839
"Washtenaw","Oakland","Auto 2 Person","Maintenance",55.547727165
"Oakland","Oakland","Bike/Moped","Escort",2521.721710624
"Washtenaw","Washtenaw","Bike/Moped","Work-based",370.761456096
"Wayne","Oakland","Auto 3+ Person","Maintenance",1032.605464409
"Oakland","Wayne","Auto 3+ Person","Maintenance",1638.763388356
"Macomb","Macomb","Bike/Moped","School",4424.7577538
"Monroe","Monroe","Bike/Moped","Discretionary",976.566447926
"Wayne","Oakland","KNR-Transit","Work",69.036098145
"Oakland","Wayne","Walk-Transit","Work",69.036098145
"Washtenaw","Monroe","Auto SOV","Shop",554.423442513
"Monroe","Washtenaw","Auto SOV","Shop",532.663228481
"Macomb","Wayne","Auto SOV","University",953.9931239
"Wayne","Macomb","Auto SOV","University",235.9538234
"Detroit","Washtenaw","Auto 2 Person","Shop",787.149316
"Wayne","Monroe","Auto 2 Person","Eating Out",603.510303383
"Detroit","Detroit","KNR-Transit","Work",195.207714465
"Wayne","Livingston","Auto 2 Person","Discretionary",358.382962047
"Livingston","Livingston","School Bus","University",179.6965229
"Monroe","Detroit","Auto SOV","Discretionary",54.13454214
"Detroit","Detroit","Bike/Moped","Eating Out",847.418340826
"Oakland","Wayne","Auto 3+ Person","Work-based",926.950899191
"Monroe","Wayne","Auto 3+ Person","Work",225.24016303048
"Wayne","Monroe","Auto 3+ Person","Work",241.37641351048
"Monroe","Wayne","Auto 3+ Person","School",228.9167936
"Wayne","Monroe","Auto 3+ Person","School",357.1655025
"Macomb","Detroit","Auto 2 Person","Shop",4184.843300795
"Washtenaw","Washtenaw","Bike/Moped","Eating Out",500.6892387
"Washtenaw","Monroe","Auto SOV","Discretionary",499.416355507
"Monroe","Washtenaw","Auto SOV","Discretionary",507.403233057
"St. Clair","Macomb","Auto 3+ Person","Maintenance",309.0574593
"Macomb","St. Clair","Auto 3+ Person","Maintenance",309.0574593
"St. Clair","Wayne","Auto 3+ Person","Maintenance",279.8873052
"Wayne","St. Clair","Auto 3+ Person","Maintenance",279.8873052
"Wayne","Wayne","School Bus","Discretionary",4066.357835
"Livingston","Washtenaw","Auto 2 Person","Shop",286.151090985
"Macomb","St. Clair","Auto SOV","Visiting",414.848904514
"Livingston","Wayne","Auto SOV","Visiting",71.574144065
"Wayne","Livingston","Auto SOV","Visiting",71.574144065
"Washtenaw","Detroit","Auto SOV","Discretionary",377.500661707
"Washtenaw","Oakland","Walk","Shop",231.231755
"Oakland","Washtenaw","Walk","Shop",231.231755
"Oakland","Washtenaw","Auto 2 Person","Shop",1534.056783269
"Detroit","Macomb","Auto 3+ Person","Shop",1118.397806596
"Macomb","Wayne","Auto 3+ Person","Shop",242.8070597
"Washtenaw","Oakland","Auto SOV","Eating Out",73.87144527
"Oakland","Washtenaw","Auto SOV","Eating Out",73.87144527
"Wayne","Monroe","Auto SOV","Work-based",289.308552855
"Wayne","Macomb","Auto SOV","Visiting",1286.161467202
"St. Clair","Livingston","Auto 2 Person","Work",25.73252136
"Livingston","Macomb","Auto 2 Person","Work",46.19375607
"Wayne","Washtenaw","Auto SOV","Eating Out",57.219121995
"Monroe","Washtenaw","Auto 3+ Person","Shop",245.865907268
"Washtenaw","Monroe","Auto 3+ Person","Shop",272.652655168
"Monroe","Washtenaw","Auto 3+ Person","School",1050.740241
"Washtenaw","Monroe","Auto 3+ Person","School",657.4220796
"Monroe","Monroe","Walk","University",99.128967888
"Livingston","Washtenaw","Auto 3+ Person","Maintenance",100.3435904
"Washtenaw","Livingston","Auto 3+ Person","Maintenance",100.3435904
"Washtenaw","Livingston","Auto 3+ Person","Shop",50.3551794
"Detroit","Macomb","Auto 2 Person","Shop",3045.086948325
"Monroe","Wayne","Auto 2 Person","Eating Out",411.204589303
"Wayne","Washtenaw","Auto 2 Person","Visiting",2293.485231812
"Oakland","Wayne","Auto 3+ Person","Visiting",332.952986602
"Livingston","Macomb","KNR-Transit","Work",30.649406025
"Wayne","Wayne","Bike/Moped","Eating Out",2079.895595274
"Macomb","Wayne","Auto SOV","Escort",521.51633474
"Detroit","Detroit","KNR-Transit","Maintenance",148.540634862
"Oakland","Detroit","Auto 2 Person","University",2534.0849716
"Detroit","Detroit","Bike/Moped","Shop",1246.497695012
"Detroit","Detroit","KNR-Transit","Shop",276.2900061
"Livingston","Detroit","Auto 2 Person","Discretionary",145.9045318
"Detroit","Livingston","Auto 2 Person","Discretionary",145.9045318
"Wayne","Livingston","Auto 2 Person","Escort",10.4339702
"Livingston","Livingston","Auto 2 Person","Work-based",2618.549402979
"Wayne","Monroe","Auto 3+ Person","Escort",135.23147749
"Monroe","Wayne","Auto 2 Person","School",175.4028454
"Monroe","Monroe","Bike/Moped","Work",255.53035452
"Wayne","Detroit","Walk-Transit","Escort",740.764344317
"Detroit","Wayne","Walk-Transit","Escort",2131.705428985
"Monroe","Washtenaw","Auto SOV","Visiting",262.001314202
"Washtenaw","Monroe","Auto SOV","Visiting",226.043819227
"Oakland","Washtenaw","Auto 3+ Person","Work",469.429701892
"Washtenaw","Livingston","Auto 3+ Person","Work",190.060449418
"Monroe","Washtenaw","Auto SOV","Escort",115.897391334
"Washtenaw","Monroe","Auto 2 Person","Visiting",77.105334518
"Washtenaw","Livingston","Auto 2 Person","Shop",406.011138289
"Washtenaw","Detroit","Auto SOV","Visiting",234.84726364
"Oakland","Wayne","Auto 3+ Person","School",2937.614457084
"Macomb","Detroit","Auto 3+ Person","Maintenance",641.878938291
"Detroit","Macomb","Walk-Transit","School",238.5243413
"Macomb","Detroit","Auto 3+ Person","Shop",712.491866619
"Wayne","Detroit","Walk","School",306.1367623
"Detroit","Wayne","Walk","School",306.1367623
"St. Clair","St. Clair","Auto 2 Person","Work-based",1603.940556105
"St. Clair","St. Clair","Bike/Moped","Work",1093.622171825
"Detroit","Wayne","Walk-Transit","School",879.2204796
"Wayne","Detroit","Walk-Transit","School",856.7023551
"Livingston","Livingston","Walk","Shop",1646.545407935
"Monroe","Washtenaw","School Bus","Discretionary",29.4624006
"Washtenaw","Monroe","School Bus","Discretionary",29.4624006
"Monroe","Monroe","Walk","Work-based",99.91934749
"Macomb","Oakland","Auto 3+ Person","University",948.46510738
"Oakland","Macomb","Auto 3+ Person","University",147.58217798
"St. Clair","St. Clair","Auto 3+ Person","University",1919.195582444
"Livingston","Livingston","Bike/Moped","School",124.435169
"St. Clair","Oakland","Auto 2 Person","Maintenance",470.004904182
"Oakland","St. Clair","Auto 2 Person","Maintenance",513.748166104
"Oakland","Washtenaw","Auto SOV","Shop",129.887400215
"Monroe","Monroe","Bike/Moped","University",256.581202365
"Monroe","Oakland","Auto SOV","Visiting",43.494033346
"Oakland","Monroe","Auto SOV","Visiting",43.494033346
"Wayne","Wayne","Walk-Transit","Eating Out",423.6461474
"Monroe","Wayne","Auto 3+ Person","Visiting",158.280442808
"Wayne","Monroe","Auto 3+ Person","Visiting",139.093073908
"Monroe","Detroit","Auto SOV","Maintenance",51.301994344
"Detroit","Monroe","Auto SOV","Maintenance",51.301994344
"Oakland","Monroe","Auto SOV","Discretionary",31.8453408
"Monroe","Washtenaw","Auto SOV","University",443.475180775
"Washtenaw","Monroe","Auto SOV","University",443.475180775
"Monroe","Washtenaw","Auto 2 Person","University",128.695536936
"Washtenaw","Monroe","Auto 2 Person","University",128.695536936
"Monroe","Washtenaw","School Bus","School",149.3637061
"Monroe","Oakland","Auto 2 Person","Work",116.223048134
"Wayne","Monroe","Auto 2 Person","School",47.1541365
"Washtenaw","Macomb","Auto SOV","Discretionary",70.32183564
"Detroit","Detroit","PNR-Transit","University",188.8668831
"Detroit","Washtenaw","KNR-Transit","University",106.2412899
"Washtenaw","Detroit","KNR-Transit","University",106.2412899
"Detroit","Oakland","Walk-Transit","University",97.7983923
"Oakland","Detroit","Walk-Transit","University",97.7983923
"Macomb","Detroit","Auto SOV","Eating Out",1037.513479617
"Detroit","Macomb","Auto SOV","Eating Out",1037.513479617
"Monroe","Detroit","Auto 2 Person","Maintenance",25.338176951
"Oakland","Monroe","Auto 2 Person","Maintenance",175.234212731
"Monroe","Monroe","Walk","Visiting",2396.594981506
"St. Clair","St. Clair","Walk-Transit","Visiting",96.3048238
"Oakland","Detroit","Auto 3+ Person","Eating Out",529.4538844
"St. Clair","Detroit","Auto 2 Person","Eating Out",34.241331915
"Detroit","Livingston","Auto 2 Person","Maintenance",166.717253955
"Livingston","Detroit","Auto 2 Person","Maintenance",166.717253955
"Monroe","Washtenaw","Auto SOV","Work-based",73.653887055
"Washtenaw","Monroe","Auto SOV","Work-based",73.653887055
"Monroe","Washtenaw","Auto 2 Person","Work-based",73.653887055
"Livingston","Oakland","Auto SOV","University",574.074250386
"Oakland","Livingston","Auto SOV","University",303.507314294
"Monroe","Wayne","Auto 3+ Person","Shop",35.97954155
"Wayne","Monroe","Auto 3+ Person","Shop",57.51215583
"Wayne","Macomb","Auto 2 Person","Visiting",1088.159134319
"Macomb","Wayne","Auto 2 Person","Visiting",423.365830919
"Macomb","Wayne","Auto SOV","Work-based",713.915576635
"Wayne","Macomb","Walk","Eating Out",332.7827643
"Macomb","Wayne","Walk","Eating Out",332.7827643
"Monroe","Washtenaw","Auto 2 Person","Eating Out",417.460730332
"Washtenaw","Monroe","Auto 2 Person","Eating Out",388.956677032
"Washtenaw","Monroe","Auto 3+ Person","Maintenance",609.680252912
"Washtenaw","Oakland","Auto SOV","Escort",60.4397841
"Macomb","Detroit","Auto 3+ Person","University",216.6618717
"Detroit","Macomb","Auto 3+ Person","University",351.7197671
"Detroit","Washtenaw","Auto 2 Person","Visiting",664.7933034
"Livingston","Washtenaw","Auto 2 Person","University",341.675347524
"Washtenaw","Livingston","Auto 2 Person","University",507.835760124
"Monroe","Wayne","Auto 3+ Person","Maintenance",43.20513178
"Monroe","Monroe","School Bus","Discretionary",66.386963
"Monroe","Washtenaw","Auto 3+ Person","Maintenance",199.909083576
"Monroe","Monroe","Bike/Moped","Visiting",61.7355276
"Washtenaw","Monroe","Auto 3+ Person","Eating Out",28.5040533
"Detroit","Macomb","KNR-Transit","Shop",92.0966687
"Macomb","Detroit","Bike/Moped","Shop",92.0966687
"Detroit","Detroit","Bike/Moped","University",3282.2757541
"Detroit","Macomb","Auto 2 Person","Work-based",430.399459366
"Macomb","Detroit","Auto 2 Person","Work-based",314.214257191
"Macomb","Detroit","Walk-Transit","Maintenance",428.5496254
"Detroit","Macomb","Walk-Transit","Maintenance",66.5325811
"Detroit","Monroe","Auto SOV","University",46.631894328
"Macomb","Washtenaw","Auto 3+ Person","Visiting",118.724700885
"Detroit","Washtenaw","Auto SOV","Visiting",98.3372584
"St. Clair","Oakland","Auto SOV","University",34.3216186
"Oakland","St. Clair","Auto SOV","University",34.3216186
"St. Clair","St. Clair","Bike/Moped","Escort",727.01473556
"Monroe","Oakland","Auto 3+ Person","Work",19.671684724
"Monroe","Monroe","School Bus","Visiting",103.3521524
"Livingston","Wayne","Auto 3+ Person","Work",38.307942776
"Wayne","Livingston","Auto 3+ Person","Work",38.307942776
"Livingston","Wayne","Auto 3+ Person","Discretionary",72.1425496
"Wayne","Livingston","Auto 3+ Person","Discretionary",72.1425496
"Detroit","Oakland","Auto 3+ Person","Visiting",768.36930292
"Oakland","Detroit","Auto 3+ Person","Visiting",768.36930292
"Oakland","Washtenaw","Auto 2 Person","University",3210.205596892
"Macomb","Washtenaw","Auto 2 Person","University",134.1508399
"Washtenaw","Macomb","Auto 2 Person","University",134.1508399
"Wayne","St. Clair","Auto 2 Person","Visiting",165.3056551
"Detroit","Wayne","Bike/Moped","Work-based",1100.964000404
"Wayne","Wayne","Bike/Moped","Work-based",1100.964000404
"Wayne","Detroit","Bike/Moped","Work-based",1100.964000404
"St. Clair","Macomb","Auto 2 Person","University",518.937206797
"Macomb","St. Clair","Auto 2 Person","University",493.390235767
"Monroe","Monroe","Bike/Moped","School",121.430829132
"Detroit","Oakland","Walk-Transit","Escort",183.6228902
"Oakland","Detroit","Walk-Transit","Escort",1402.320821368
"Detroit","Oakland","Walk-Transit","School",450.6176607
"Oakland","Detroit","Walk-Transit","School",450.6176607
"Macomb","Wayne","Walk-Transit","Maintenance",151.897885329
"Wayne","Macomb","Walk-Transit","Maintenance",151.897885329
"Detroit","Detroit","Walk-Transit","Work-based",3191.961701462
"Monroe","Oakland","Auto 2 Person","Shop",25.830828938
"Oakland","Monroe","Auto 2 Person","Shop",25.830828938
"Washtenaw","Wayne","School Bus","University",112.2100968
"Wayne","Washtenaw","Walk","University",112.2100968
"Livingston","Livingston","Walk-Transit","Work",50.2057563
"Detroit","Oakland","Walk-Transit","Shop",237.958069604
"Oakland","Detroit","Walk-Transit","Shop",237.958069604
"Detroit","Livingston","Auto 2 Person","Eating Out",455.160401535
"Livingston","Detroit","Auto 2 Person","Eating Out",455.160401535
"St. Clair","St. Clair","Walk-Transit","Maintenance",600.209280148
"St. Clair","St. Clair","KNR-Transit","Maintenance",421.0529374
"Monroe","Wayne","Auto SOV","Work-based",164.754387735
"Wayne","Macomb","Auto SOV","School",124.432531664
"Macomb","Wayne","Auto SOV","School",124.432531664
"Oakland","Detroit","Walk-Transit","Visiting",214.6672766
"Detroit","Oakland","Walk-Transit","Visiting",214.6672766
"Wayne","Detroit","Auto 3+ Person","Eating Out",641.637025115
"Macomb","Macomb","Walk-Transit","Visiting",172.1306962
"Wayne","Oakland","Bike/Moped","Visiting",291.4225472
"Oakland","Wayne","Bike/Moped","Visiting",291.4225472
"Wayne","Wayne","Bike/Moped","Visiting",883.197141632
"Detroit","Macomb","Auto 2 Person","Visiting",308.427931177
"Macomb","Detroit","Auto 2 Person","Visiting",587.380747522
"Washtenaw","Detroit","Walk","Discretionary",175.192912
